,t1_p,t1ce_p,t2_p,flair_p,seg_p
249,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_387_1/Brats18_TCIA10_387_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_387_1/Brats18_TCIA10_387_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_387_1/Brats18_TCIA10_387_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_387_1/Brats18_TCIA10_387_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_387_1/Brats18_TCIA10_387_1_seg.nii.gz
250,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_393_1/Brats18_TCIA10_393_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_393_1/Brats18_TCIA10_393_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_393_1/Brats18_TCIA10_393_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_393_1/Brats18_TCIA10_393_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_393_1/Brats18_TCIA10_393_1_seg.nii.gz
251,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_408_1/Brats18_TCIA10_408_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_408_1/Brats18_TCIA10_408_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_408_1/Brats18_TCIA10_408_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_408_1/Brats18_TCIA10_408_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_408_1/Brats18_TCIA10_408_1_seg.nii.gz
252,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_410_1/Brats18_TCIA10_410_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_410_1/Brats18_TCIA10_410_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_410_1/Brats18_TCIA10_410_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_410_1/Brats18_TCIA10_410_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_410_1/Brats18_TCIA10_410_1_seg.nii.gz
253,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_413_1/Brats18_TCIA10_413_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_413_1/Brats18_TCIA10_413_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_413_1/Brats18_TCIA10_413_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_413_1/Brats18_TCIA10_413_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_413_1/Brats18_TCIA10_413_1_seg.nii.gz
254,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_420_1/Brats18_TCIA10_420_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_420_1/Brats18_TCIA10_420_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_420_1/Brats18_TCIA10_420_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_420_1/Brats18_TCIA10_420_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_420_1/Brats18_TCIA10_420_1_seg.nii.gz
255,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_442_1/Brats18_TCIA10_442_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_442_1/Brats18_TCIA10_442_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_442_1/Brats18_TCIA10_442_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_442_1/Brats18_TCIA10_442_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_442_1/Brats18_TCIA10_442_1_seg.nii.gz
256,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_449_1/Brats18_TCIA10_449_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_449_1/Brats18_TCIA10_449_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_449_1/Brats18_TCIA10_449_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_449_1/Brats18_TCIA10_449_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_449_1/Brats18_TCIA10_449_1_seg.nii.gz
257,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_490_1/Brats18_TCIA10_490_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_490_1/Brats18_TCIA10_490_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_490_1/Brats18_TCIA10_490_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_490_1/Brats18_TCIA10_490_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_490_1/Brats18_TCIA10_490_1_seg.nii.gz
258,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_625_1/Brats18_TCIA10_625_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_625_1/Brats18_TCIA10_625_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_625_1/Brats18_TCIA10_625_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_625_1/Brats18_TCIA10_625_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_625_1/Brats18_TCIA10_625_1_seg.nii.gz
259,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_628_1/Brats18_TCIA10_628_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_628_1/Brats18_TCIA10_628_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_628_1/Brats18_TCIA10_628_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_628_1/Brats18_TCIA10_628_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_628_1/Brats18_TCIA10_628_1_seg.nii.gz
260,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_629_1/Brats18_TCIA10_629_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_629_1/Brats18_TCIA10_629_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_629_1/Brats18_TCIA10_629_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_629_1/Brats18_TCIA10_629_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_629_1/Brats18_TCIA10_629_1_seg.nii.gz
261,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_632_1/Brats18_TCIA10_632_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_632_1/Brats18_TCIA10_632_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_632_1/Brats18_TCIA10_632_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_632_1/Brats18_TCIA10_632_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_632_1/Brats18_TCIA10_632_1_seg.nii.gz
262,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_637_1/Brats18_TCIA10_637_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_637_1/Brats18_TCIA10_637_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_637_1/Brats18_TCIA10_637_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_637_1/Brats18_TCIA10_637_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_637_1/Brats18_TCIA10_637_1_seg.nii.gz
263,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_639_1/Brats18_TCIA10_639_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_639_1/Brats18_TCIA10_639_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_639_1/Brats18_TCIA10_639_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_639_1/Brats18_TCIA10_639_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_639_1/Brats18_TCIA10_639_1_seg.nii.gz
264,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_640_1/Brats18_TCIA10_640_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_640_1/Brats18_TCIA10_640_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_640_1/Brats18_TCIA10_640_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_640_1/Brats18_TCIA10_640_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_640_1/Brats18_TCIA10_640_1_seg.nii.gz
265,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_644_1/Brats18_TCIA10_644_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_644_1/Brats18_TCIA10_644_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_644_1/Brats18_TCIA10_644_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_644_1/Brats18_TCIA10_644_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA10_644_1/Brats18_TCIA10_644_1_seg.nii.gz
266,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_101_1/Brats18_TCIA12_101_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_101_1/Brats18_TCIA12_101_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_101_1/Brats18_TCIA12_101_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_101_1/Brats18_TCIA12_101_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_101_1/Brats18_TCIA12_101_1_seg.nii.gz
267,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_249_1/Brats18_TCIA12_249_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_249_1/Brats18_TCIA12_249_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_249_1/Brats18_TCIA12_249_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_249_1/Brats18_TCIA12_249_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_249_1/Brats18_TCIA12_249_1_seg.nii.gz
268,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_298_1/Brats18_TCIA12_298_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_298_1/Brats18_TCIA12_298_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_298_1/Brats18_TCIA12_298_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_298_1/Brats18_TCIA12_298_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_298_1/Brats18_TCIA12_298_1_seg.nii.gz
269,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_466_1/Brats18_TCIA12_466_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_466_1/Brats18_TCIA12_466_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_466_1/Brats18_TCIA12_466_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_466_1/Brats18_TCIA12_466_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_466_1/Brats18_TCIA12_466_1_seg.nii.gz
270,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_470_1/Brats18_TCIA12_470_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_470_1/Brats18_TCIA12_470_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_470_1/Brats18_TCIA12_470_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_470_1/Brats18_TCIA12_470_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_470_1/Brats18_TCIA12_470_1_seg.nii.gz
271,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_480_1/Brats18_TCIA12_480_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_480_1/Brats18_TCIA12_480_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_480_1/Brats18_TCIA12_480_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_480_1/Brats18_TCIA12_480_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA12_480_1/Brats18_TCIA12_480_1_seg.nii.gz
272,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_615_1/Brats18_TCIA13_615_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_615_1/Brats18_TCIA13_615_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_615_1/Brats18_TCIA13_615_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_615_1/Brats18_TCIA13_615_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_615_1/Brats18_TCIA13_615_1_seg.nii.gz
273,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_618_1/Brats18_TCIA13_618_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_618_1/Brats18_TCIA13_618_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_618_1/Brats18_TCIA13_618_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_618_1/Brats18_TCIA13_618_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_618_1/Brats18_TCIA13_618_1_seg.nii.gz
274,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_621_1/Brats18_TCIA13_621_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_621_1/Brats18_TCIA13_621_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_621_1/Brats18_TCIA13_621_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_621_1/Brats18_TCIA13_621_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_621_1/Brats18_TCIA13_621_1_seg.nii.gz
275,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_623_1/Brats18_TCIA13_623_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_623_1/Brats18_TCIA13_623_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_623_1/Brats18_TCIA13_623_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_623_1/Brats18_TCIA13_623_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_623_1/Brats18_TCIA13_623_1_seg.nii.gz
276,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_624_1/Brats18_TCIA13_624_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_624_1/Brats18_TCIA13_624_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_624_1/Brats18_TCIA13_624_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_624_1/Brats18_TCIA13_624_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_624_1/Brats18_TCIA13_624_1_seg.nii.gz
277,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_630_1/Brats18_TCIA13_630_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_630_1/Brats18_TCIA13_630_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_630_1/Brats18_TCIA13_630_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_630_1/Brats18_TCIA13_630_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_630_1/Brats18_TCIA13_630_1_seg.nii.gz
278,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_633_1/Brats18_TCIA13_633_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_633_1/Brats18_TCIA13_633_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_633_1/Brats18_TCIA13_633_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_633_1/Brats18_TCIA13_633_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_633_1/Brats18_TCIA13_633_1_seg.nii.gz
279,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_634_1/Brats18_TCIA13_634_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_634_1/Brats18_TCIA13_634_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_634_1/Brats18_TCIA13_634_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_634_1/Brats18_TCIA13_634_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_634_1/Brats18_TCIA13_634_1_seg.nii.gz
280,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_642_1/Brats18_TCIA13_642_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_642_1/Brats18_TCIA13_642_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_642_1/Brats18_TCIA13_642_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_642_1/Brats18_TCIA13_642_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_642_1/Brats18_TCIA13_642_1_seg.nii.gz
281,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_645_1/Brats18_TCIA13_645_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_645_1/Brats18_TCIA13_645_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_645_1/Brats18_TCIA13_645_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_645_1/Brats18_TCIA13_645_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/LGG/Brats18_TCIA13_645_1/Brats18_TCIA13_645_1_seg.nii.gz
